timestamp,CloudID,x,y,z,q,id

2022-03-30 18:33:52.280079,74,-2.395505,3.255485,-1.319536,0.011011,2684.0
2022-03-30 18:33:52.280079,74,-2.575533,4.110086,-1.284469,0.038004,2680.0
2022-03-30 18:33:52.280079,74,-0.993831,4.618364,0.096555,6.1e-05,2665.0
2022-03-30 18:33:52.280079,74,1.264684,5.715888,-0.259879,0.00136,2661.0
2022-03-30 18:33:52.280079,74,-1.139562,4.298369,-0.095013,8.6e-05,2660.0
2022-03-30 18:33:52.280079,74,-2.409925,3.286436,-2.005532,0.011816,2621.0
2022-03-30 18:33:52.280079,74,-2.50185,3.997396,-1.210602,0.034573,2602.0
2022-03-30 18:33:52.280079,74,-2.390797,3.778214,-1.212033,0.030341,2596.0
2022-03-30 18:33:52.280079,74,-2.841551,4.565919,-1.400482,0.018774,2591.0
2022-03-30 18:33:52.280079,74,-2.553077,4.070467,-1.271171,0.035721,2590.0
2022-03-30 18:33:52.280079,74,-2.463318,3.906795,-1.236555,0.034664,2589.0
2022-03-30 18:33:52.280079,74,-2.56457,4.099736,-2.061332,0.000972,2582.0
2022-03-30 18:33:52.280079,74,-2.49911,3.909183,-1.828683,0.03029,2580.0
2022-03-30 18:33:52.280079,74,-2.586852,4.062214,-1.401433,0.060059,2555.0
2022-03-30 18:33:52.280079,74,-2.568987,4.071579,-1.473016,0.058199,2554.0
2022-03-30 18:33:52.280079,74,-2.538203,3.944485,-1.430436,0.068519,2553.0
2022-03-30 18:33:52.280079,74,-2.72476,4.314181,-2.034947,0.030004,2523.0
2022-03-30 18:33:52.280079,74,-2.068081,3.196442,-2.135467,0.024005,2522.0
2022-03-30 18:33:52.280079,74,-2.778538,4.39866,-2.024807,0.025001,2520.0
2022-03-30 18:33:52.280079,74,-2.165062,3.385242,-1.242793,0.015533,2497.0
2022-03-30 18:33:52.280079,74,-2.751659,4.404202,-1.172199,0.033164,2431.0
2022-03-30 18:33:52.280079,74,-2.611224,4.153921,-1.277937,0.054618,2422.0
2022-03-30 18:33:52.280079,74,-2.312347,3.679837,-2.397558,0.038435,2378.0
2022-03-30 18:33:52.280079,74,-2.593709,4.128841,-1.2708,0.056285,2343.0
2022-03-30 18:33:52.280079,74,-2.615532,4.164991,-1.255284,0.053455,2330.0
2022-03-30 18:33:52.280079,74,-2.43752,3.850134,-1.230881,0.0619,2277.0
2022-03-30 18:33:52.280079,74,0.975359,6.047193,-0.273517,0.001329,2667.0
2022-03-30 18:33:52.280079,74,-2.488812,3.944728,-1.454321,0.063979,2273.0
2022-03-30 18:33:52.280079,74,-2.894657,4.653686,-2.01717,0.029628,2269.0
2022-03-30 18:33:52.280079,74,-2.417331,3.817516,-1.221366,0.063667,2465.0
2022-03-30 18:33:52.280079,74,-2.531786,4.023573,-1.228142,0.054942,2268.0
2022-03-30 18:33:52.280079,74,-2.763887,4.372895,-2.030516,0.039664,2238.0
2022-03-30 18:33:52.280079,74,-2.579348,4.069312,-1.443273,0.067011,2169.0
2022-03-30 18:33:52.280079,74,-2.743052,4.335796,-2.034602,0.043342,2135.0
2022-03-30 18:33:52.280079,74,-2.590824,4.108031,-2.02754,0.036306,2134.0
2022-03-30 18:33:52.280079,74,-2.322016,3.649122,-1.207983,0.048036,2526.0
2022-03-30 18:33:52.280079,74,-2.176816,3.38453,-2.016432,0.036346,2132.0
2022-03-30 18:33:52.280079,74,-2.498667,3.955928,-1.494244,0.066429,2065.0
2022-03-30 18:33:52.280079,74,-2.186986,3.406032,-1.997915,0.037642,2063.0
2022-03-30 18:33:52.280079,74,1.986179,4.502466,-0.272735,0.001657,2057.0
2022-03-30 18:33:52.280079,74,-2.515864,3.929487,-1.402307,0.053877,2056.0
2022-03-30 18:33:52.280079,74,-2.775753,4.450474,-1.172725,0.038017,2042.0
2022-03-30 18:33:52.280079,74,0.88236,3.906899,-0.56302,0.003451,2363.0
2022-03-30 18:33:52.280079,74,-2.752392,4.387211,-2.037853,0.025007,2525.0
2022-03-30 18:33:52.280079,74,-2.483165,3.917511,-1.869451,0.050915,1934.0
2022-03-30 18:33:52.280079,74,-2.446068,3.873648,-1.239482,0.076629,1762.0
2022-03-30 18:33:52.280079,74,-2.774854,4.449647,-1.181733,0.038709,1703.0
2022-03-30 18:33:52.280079,74,2.535832,6.43111,-0.442733,0.0004,1567.0
2022-03-30 18:33:52.280079,74,-2.056039,3.166367,-2.124701,0.003983,2521.0
2022-03-30 18:33:52.280079,74,2.921681,5.325004,-0.484843,0.001651,1444.0
2022-03-30 18:33:52.280079,74,-2.857768,4.585907,-1.40798,0.044947,1325.0
2022-03-30 18:33:52.280079,74,2.802794,5.292472,-0.497061,0.001789,1128.0
2022-03-30 18:33:52.280079,74,-2.729515,4.368634,-1.17558,0.030216,1109.0
2022-03-30 18:33:52.280079,74,-2.530113,4.016069,-1.266785,0.043796,1105.0
2022-03-30 18:33:52.280079,74,-2.582458,4.109429,-2.092686,0.034318,1443.0
2022-03-30 18:33:52.280079,74,-2.480486,3.919502,-1.60199,0.052823,2230.0
2022-03-30 18:33:52.280079,74,-2.047394,3.184884,-2.180376,0.011964,2620.0
2022-03-30 18:33:52.280079,74,-2.591325,4.120311,-1.250688,0.056724,2316.0
2022-03-30 18:33:52.280079,74,-2.513086,3.981772,-1.79583,0.065739,2138.0
2022-03-30 18:33:52.280079,74,-1.628821,4.367279,-0.397251,0.000131,2668.0
2022-03-30 18:33:52.280079,74,-2.509521,3.972816,-1.379872,0.047476,1482.0
2022-03-30 18:33:52.280079,74,-2.027322,3.179283,-2.203929,0.006352,2303.0
2022-03-30 18:33:52.280079,74,-2.350883,3.659849,-2.321064,0.016536,2495.0
2022-03-30 18:33:52.280079,74,-2.451324,3.893471,-1.201985,0.03313,2605.0
2022-03-30 18:33:52.280079,74,-2.51462,3.965864,-1.739909,0.068274,2408.0
2022-03-30 18:33:52.280079,74,2.866128,4.943765,-0.484286,0.000805,1994.0
