0.297256,-2.108127,2.354451, 56,132,224,0
0.287020,-2.109066,2.354375, 56,132,224,0
0.276783,-2.110005,2.354298, 56,132,224,0
0.266547,-2.110944,2.354222, 56,132,224,0
0.256310,-2.111883,2.354146, 56,132,224,0
0.246074,-2.112822,2.354070, 56,132,224,0
0.235837,-2.113761,2.353994, 56,132,224,0
0.225601,-2.114700,2.353918, 56,132,224,0
0.215364,-2.115639,2.353842, 56,132,224,0
0.205128,-2.116578,2.353765, 56,132,224,0
0.194891,-2.117517,2.353689, 56,132,224,0
0.184655,-2.118456,2.353613, 56,132,224,0
0.174418,-2.119395,2.353537, 56,132,224,0
0.164182,-2.120334,2.353461, 56,132,224,0
0.153945,-2.121272,2.353385, 56,132,224,0
0.143709,-2.122211,2.353308, 56,132,224,0
0.133472,-2.123150,2.353232, 56,132,224,0
0.123236,-2.124089,2.353156, 56,132,224,0
0.112999,-2.125028,2.353080, 56,132,224,0
0.102763,-2.125967,2.353004, 56,132,224,0
0.092526,-2.126906,2.352928, 56,132,224,0
0.082290,-2.127845,2.352852, 56,132,224,0
0.072053,-2.128784,2.352775, 56,132,224,0
0.061817,-2.129723,2.352699, 56,132,224,0
0.051580,-2.130662,2.352623, 56,132,224,0
0.041344,-2.131601,2.352547, 56,132,224,0
0.031107,-2.132540,2.352471, 56,132,224,0
0.020871,-2.133479,2.352395, 56,132,224,0
0.010634,-2.134418,2.352319, 56,132,224,0
0.000398,-2.135357,2.352242, 56,132,224,0
-0.009839,-2.136295,2.352166, 56,132,224,0
-0.020075,-2.137234,2.352090, 56,132,224,0
-0.030312,-2.138173,2.352014, 56,132,224,0
-0.040548,-2.139112,2.351938, 56,132,224,0
-0.050785,-2.140051,2.351862, 56,132,224,0
-0.061021,-2.140990,2.351785, 56,132,224,0
-0.071258,-2.141929,2.351709, 56,132,224,0
-0.081494,-2.142868,2.351633, 56,132,224,0
-0.091731,-2.143807,2.351557, 56,132,224,0
-0.101967,-2.144746,2.351481, 56,132,224,0
-0.112204,-2.145685,2.351405, 56,132,224,0
-0.122440,-2.146624,2.351329, 56,132,224,0
-0.132677,-2.147563,2.351252, 56,132,224,0
-0.142913,-2.148502,2.351176, 56,132,224,0
-0.153150,-2.149441,2.351100, 56,132,224,0
-0.163386,-2.150380,2.351024, 56,132,224,0
-0.173623,-2.151318,2.350948, 56,132,224,0
-0.183859,-2.152257,2.350872, 56,132,224,0
-0.194096,-2.153196,2.350796, 56,132,224,0
-0.204332,-2.154135,2.350719, 56,132,224,0
-0.214569,-2.155074,2.350643, 56,132,224,0
-0.224805,-2.156013,2.350567, 56,132,224,0
-0.235042,-2.156952,2.350491, 56,132,224,0
-0.245278,-2.157891,2.350415, 56,132,224,0
-0.255515,-2.158830,2.350339, 56,132,224,0
-0.265751,-2.159769,2.350263, 56,132,224,0
-0.275988,-2.160708,2.350186, 56,132,224,0
-0.286224,-2.161647,2.350110, 56,132,224,0
-0.296461,-2.162586,2.350034, 56,132,224,0
-0.306697,-2.163525,2.349958, 56,132,224,0
-0.316934,-2.164464,2.349882, 56,132,224,0
-0.327170,-2.165403,2.349806, 56,132,224,0
-0.337407,-2.166342,2.349729, 56,132,224,0
-0.347643,-2.167280,2.349653, 56,132,224,0
-0.357880,-2.168219,2.349577, 56,132,224,0
-0.368116,-2.169158,2.349501, 56,132,224,0
-0.378353,-2.170097,2.349425, 56,132,224,0
-0.388589,-2.171036,2.349349, 56,132,224,0
-0.398826,-2.171975,2.349273, 56,132,224,0
-0.409062,-2.172914,2.349196, 56,132,224,0
-0.419299,-2.173853,2.349120, 56,132,224,0
-0.429535,-2.174792,2.349044, 56,132,224,0
-0.439772,-2.175731,2.348968, 56,132,224,0
-0.450008,-2.176670,2.348892, 56,132,224,0
-0.460245,-2.177609,2.348816, 56,132,224,0
-0.470481,-2.178548,2.348740, 56,132,224,0
-0.480718,-2.179487,2.348663, 56,132,224,0
-0.490954,-2.180426,2.348587, 56,132,224,0
-0.501191,-2.181365,2.348511, 56,132,224,0
-0.511427,-2.182303,2.348435, 56,132,224,0
-0.521664,-2.183242,2.348359, 56,132,224,0
-0.531900,-2.184181,2.348283, 56,132,224,0
-0.542137,-2.185120,2.348206, 56,132,224,0
-0.552373,-2.186059,2.348130, 56,132,224,0
-0.562610,-2.186998,2.348054, 56,132,224,0
-0.572846,-2.187937,2.347978, 56,132,224,0
-0.583083,-2.188876,2.347902, 56,132,224,0
-0.593319,-2.189815,2.347826, 56,132,224,0
-0.603556,-2.190754,2.347750, 56,132,224,0
-0.613792,-2.191693,2.347673, 56,132,224,0
-0.624029,-2.192632,2.347597, 56,132,224,0
-0.634265,-2.193571,2.347521, 56,132,224,0
-0.644502,-2.194510,2.347445, 56,132,224,0
-0.654738,-2.195449,2.347369, 56,132,224,0
-0.664975,-2.196388,2.347293, 56,132,224,0
-0.675211,-2.197326,2.347217, 56,132,224,0
-0.685448,-2.198265,2.347140, 56,132,224,0
-0.695684,-2.199204,2.347064, 56,132,224,0
-0.705921,-2.200143,2.346988, 56,132,224,0
-0.716157,-2.201082,2.346912, 56,132,224,0
-0.726394,-2.202021,2.346836, 56,132,224,0
-0.736630,-2.202960,2.346760, 56,132,224,0
-0.746867,-2.203899,2.346684, 56,132,224,0
-0.757103,-2.204838,2.346607, 56,132,224,0
-0.767340,-2.205777,2.346531, 56,132,224,0
-0.777576,-2.206716,2.346455, 56,132,224,0
-0.787813,-2.207655,2.346379, 56,132,224,0
-0.798049,-2.208594,2.346303, 56,132,224,0
-0.808286,-2.209533,2.346227, 56,132,224,0
-0.818522,-2.210472,2.346150, 56,132,224,0
-0.828759,-2.211411,2.346074, 56,132,224,0
-0.838995,-2.212349,2.345998, 56,132,224,0
-0.849232,-2.213288,2.345922, 56,132,224,0
-0.859468,-2.214227,2.345846, 56,132,224,0
-0.869705,-2.215166,2.345770, 56,132,224,0
-0.879941,-2.216105,2.345694, 56,132,224,0
-0.890178,-2.217044,2.345617, 56,132,224,0
